date,division,category,product_code,product,market,platform,channel,customer_code,customer_name,sold_quantity
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Retailer,90011185,"Epic Stores",118
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Retailer,90011186,Elite,108
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Retailer,90011187,"Chip 7",103
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Retailer,90011189,UniEuro,44
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Retailer,90011190,"Media Markt",111
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,"Brick & Mortar",Retailer,90011191,Sorefoz,60
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",France,E-Commerce,Direct,70011194,"Atliq e Store",38
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Direct,70002017,"AltiQ Exclusive",953
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Retailer,90002001,"Reliance Digital",905
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Retailer,90002002,Croma,329
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Retailer,90002003,Ezone,258
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Retailer,90002005,Lotus,379
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Retailer,90002006,Viveks,225
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Retailer,90002007,Girias,765
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Retailer,90002011,"Atliq Exclusive",1005
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Retailer,90002013,Electricalslytical,121
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Retailer,90002014,Expression,399
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,"Brick & Mortar",Retailer,90002015,Propel,474
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,E-Commerce,Direct,70002018,"Atliq e Store",666
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,E-Commerce,Retailer,90002009,Flipkart,1211
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",India,E-Commerce,Retailer,90002010,Ebay,289
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Indonesia,"Brick & Mortar",Direct,70003181,"AltiQ Exclusive",101
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Indonesia,"Brick & Mortar",Retailer,90003179,"Acclaimed Stores",298
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Indonesia,E-Commerce,Direct,70003182,"Atliq e Store",81
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Italy,"Brick & Mortar",Direct,70013125,"AltiQ Exclusive",16
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Italy,"Brick & Mortar",Retailer,90013117,Euronics,7
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Italy,"Brick & Mortar",Retailer,90013118,Fnac-Darty,27
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Italy,"Brick & Mortar",Retailer,90013119,"Argos (Sainsbury's)",40
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Italy,"Brick & Mortar",Retailer,90013121,Boulanger,43
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Italy,"Brick & Mortar",Retailer,90013122,"Radio Popular",34
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Italy,"Brick & Mortar",Retailer,90013123,Expert,20
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Italy,E-Commerce,Direct,70013126,"Atliq e Store",35
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Philiphines,"Brick & Mortar",Direct,70006157,"AltiQ Exclusive",64
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Philiphines,"Brick & Mortar",Distributor,80006154,Synthetic,207
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Philiphines,"Brick & Mortar",Distributor,80006155,Novus,212
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Philiphines,"Brick & Mortar",Retailer,90006153,Insight,19
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Philiphines,E-Commerce,Direct,70006158,"Atliq e Store",36
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Poland,"Brick & Mortar",Direct,70016177,"AltiQ Exclusive",19
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Poland,"Brick & Mortar",Retailer,90016171,"Electricalsara Stores",12
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Poland,"Brick & Mortar",Retailer,90016173,Expert,20
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Poland,"Brick & Mortar",Retailer,90016174,"Currys (Dixons Carphone)",13
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Poland,"Brick & Mortar",Retailer,90016175,"Argos (Sainsbury's)",5
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",Poland,E-Commerce,Direct,70016178,"Atliq e Store",9
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1","South Korea","Brick & Mortar",Direct,70007198,"AltiQ Exclusive",490
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1","South Korea","Brick & Mortar",Distributor,80007195,Sage,2059
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1","South Korea",E-Commerce,Direct,70007199,"Atliq e Store",344
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1","South Korea",E-Commerce,Retailer,90007197,Amazon,534
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,"Brick & Mortar",Retailer,90022071,"Acclaimed Stores",305
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,"Brick & Mortar",Retailer,90022073,Control,95
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,"Brick & Mortar",Retailer,90022075,BestBuy,393
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,"Brick & Mortar",Retailer,90022077,"Radio Shack",437
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,"Brick & Mortar",Retailer,90022078,Costco,410
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,"Brick & Mortar",Retailer,90022079,walmart,379
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,E-Commerce,Direct,70022085,"Atliq e Store",208
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,E-Commerce,Retailer,90022074,Flipkart,552
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,E-Commerce,Retailer,90022081,Amazon,759
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,E-Commerce,Retailer,90022082,Amazon,351
"2017-09-01 00:00:00","N & S","Wi fi extender",A7118160101,"AQ Wi Power Dx1",USA,E-Commerce,Retailer,90022083,Ebay,169
"2017-09-01 00:00:00","P & A",Batteries,A3718150101,"AQ LION x1",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150101,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150101,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150101,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150101,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150101,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150101,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150101,"AQ LION x1",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150101,"AQ LION x1",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150102,"AQ LION x1",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150102,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150102,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150102,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150102,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150102,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150102,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150102,"AQ LION x1",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150102,"AQ LION x1",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150103,"AQ LION x1",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150103,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150103,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150103,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150103,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150103,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150103,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150103,"AQ LION x1",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150103,"AQ LION x1",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150104,"AQ LION x1",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150104,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150104,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150104,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150104,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150104,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150104,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150104,"AQ LION x1",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150104,"AQ LION x1",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150105,"AQ LION x1",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150105,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150105,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150105,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150105,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150105,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","P & A",Batteries,A3718150105,"AQ LION x1",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150105,"AQ LION x1",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","P & A",Batteries,A3718150105,"AQ LION x1",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150201,"AQ LION x2",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","P & A",Batteries,A3818150201,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150201,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150201,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150201,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150201,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150201,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","P & A",Batteries,A3818150201,"AQ LION x2",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","P & A",Batteries,A3818150201,"AQ LION x2",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150202,"AQ LION x2",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","P & A",Batteries,A3818150202,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150202,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150202,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150202,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150202,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","P & A",Batteries,A3818150202,"AQ LION x2",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","P & A",Batteries,A3818150202,"AQ LION x2",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","P & A",Batteries,A3818150202,"AQ LION x2",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Australia,"Brick & Mortar",Direct,70008169,"AltiQ Exclusive",16
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Australia,"Brick & Mortar",Retailer,90008165,"Forward Stores",19
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Australia,"Brick & Mortar",Retailer,90008166,Sound,4
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Australia,"Brick & Mortar",Retailer,90008167,Electricalsocity,7
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Australia,E-Commerce,Direct,70008170,"Atliq e Store",15
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Brazil,E-Commerce,Retailer,90027207,Amazon,12
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Canada,"Brick & Mortar",Direct,70023031,"AltiQ Exclusive",5
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Canada,"Brick & Mortar",Retailer,90023022,"Nomad Stores",3
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Canada,"Brick & Mortar",Retailer,90023025,"Premium Stores",2
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Canada,"Brick & Mortar",Retailer,90023026,Relief,4
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Canada,"Brick & Mortar",Retailer,90023027,Costco,3
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Canada,"Brick & Mortar",Retailer,90023029,Staples,2
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Canada,E-Commerce,Retailer,90023023,Amazon,9
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Canada,E-Commerce,Retailer,90023030,Amazon,5
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",China,"Brick & Mortar",Distributor,80001019,Neptune,7
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",China,E-Commerce,Retailer,90001021,Taobao,2
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",France,"Brick & Mortar",Direct,70011193,"AltiQ Exclusive",13
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",France,"Brick & Mortar",Retailer,90011185,"Epic Stores",8
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",France,"Brick & Mortar",Retailer,90011186,Elite,5
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",France,"Brick & Mortar",Retailer,90011187,"Chip 7",4
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",France,"Brick & Mortar",Retailer,90011189,UniEuro,11
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",France,"Brick & Mortar",Retailer,90011190,"Media Markt",7
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",France,"Brick & Mortar",Retailer,90011191,Sorefoz,9
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",France,E-Commerce,Direct,70011194,"Atliq e Store",9
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Germany,"Brick & Mortar",Direct,70012042,"AltiQ Exclusive",0
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Germany,"Brick & Mortar",Retailer,90012033,Digimarket,0
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Germany,"Brick & Mortar",Retailer,90012034,Otto,0
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Germany,"Brick & Mortar",Retailer,90012035,Notebillig,0
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Germany,"Brick & Mortar",Retailer,90012037,Saturn,0
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Germany,"Brick & Mortar",Retailer,90012038,Expert,0
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Germany,"Brick & Mortar",Retailer,90012039,"Currys (Dixons Carphone)",0
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Germany,E-Commerce,Direct,70012043,"Atliq e Store",0
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Germany,E-Commerce,Retailer,90012041,Amazon,0
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Direct,70002017,"AltiQ Exclusive",67
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Retailer,90002001,"Reliance Digital",51
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Retailer,90002002,Croma,72
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Retailer,90002003,Ezone,60
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Retailer,90002005,Lotus,66
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Retailer,90002006,Viveks,85
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Retailer,90002007,Girias,67
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Retailer,90002011,"Atliq Exclusive",48
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Retailer,90002013,Electricalslytical,83
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Retailer,90002014,Expression,29
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,"Brick & Mortar",Retailer,90002015,Propel,18
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,E-Commerce,Direct,70002018,"Atliq e Store",20
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,E-Commerce,Retailer,90002009,Flipkart,22
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",India,E-Commerce,Retailer,90002010,Ebay,20
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Indonesia,"Brick & Mortar",Direct,70003181,"AltiQ Exclusive",14
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Indonesia,"Brick & Mortar",Retailer,90003179,"Acclaimed Stores",9
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Indonesia,E-Commerce,Direct,70003182,"Atliq e Store",20
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Italy,"Brick & Mortar",Direct,70013125,"AltiQ Exclusive",2
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Italy,"Brick & Mortar",Retailer,90013117,Euronics,3
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Italy,"Brick & Mortar",Retailer,90013118,Fnac-Darty,1
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Italy,"Brick & Mortar",Retailer,90013119,"Argos (Sainsbury's)",3
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Italy,"Brick & Mortar",Retailer,90013121,Boulanger,3
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Italy,"Brick & Mortar",Retailer,90013122,"Radio Popular",1
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Italy,"Brick & Mortar",Retailer,90013123,Expert,2
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Italy,E-Commerce,Direct,70013126,"Atliq e Store",2
"2017-09-01 00:00:00","P & A","Graphic Card",A0418150101,"AQ Mforce Gen X",Philiphines,"Brick & Mortar",Direct,70006157,"AltiQ Exclusive",6
